segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
segfault
156.005
203.314
157.493
688.734
322.764
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
895.512
810.401
988.3
1338.61
1215.61
1082.55
1364.52
timeout
timeout
timeout
timeout
timeout
1589.18
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
timeout
416.227
timeout
timeout
