tuples,qdags,ghd,post mj,result
126856,770694,770694,1.23366e+06,1.66509e+07478500
54593,464520,464520,5206,26781
23215,428790,428790,43794,541412
156838,1972546,1.97255e+06,12140,26721
38900,805178,805178,69256,32823
49886,747928,747928,75442,43327
768091,12731932,1.27319e+07,4.63703e+06,26801
41143,851500,851500,49560,32743
444847,3381498,3.3815e+06,48848,26761
118310,2168596,2.1686e+06,30748,26781
49609,1005724,1.00572e+06,446460,45288
83809,1551248,1.55125e+06,27986,26821
82561,1076598,1.0766e+06,7746,32925
110449,2136540,2.13654e+06,101748,32183
24613,458930,458930,13656,32723
125552,1507866,1.50787e+06,36926,27244
129488,2362518,2.36252e+06,71356,43367
59963,1246682,1.24668e+06,332182,44968
1165665,12309130,1.23091e+07,41484,26861
85794,896504,896504,358046,89608532
135459,1870030,1.87003e+06,2.13342e+06,3.66336e+09109705564
14767,201712,201712,5320,26741
462105,3590790,3.59079e+06,1.43495e+06,31963
26677,392506,392506,13080,26801
207957,2478234,2.47823e+06,14142,61826320
1838411,14304772,1.43048e+07,1.62317e+06,26821
143243,2549118,2.54912e+06,618288,26741
32599,493060,493060,11766,26701
410848,2596320,2.59632e+06,462172,36285
35918,757800,757800,27300,26761
357537,3659364,3.65936e+06,47660,27322
149883,1433104,1.4331e+06,10308,26661
70601,1436050,1.43605e+06,53784,38085
408618,4156538,4.15654e+06,206646,37846
40552,793580,793580,98180,26801
37210,775182,775182,71748,866823
839848,4592176,4.59218e+06,16156,14198365
453950,2696882,2.69688e+06,202632,43186448
53009,1019100,1.0191e+06,258408,26741
13567,289190,289190,61218,507810
46031,620918,620918,50254,26801
53347,1013434,1.01343e+06,17714,26721
119836,2350166,2.35017e+06,99258,26761
624395,3049804,3.0498e+06,39874,16388126
138071,1615514,1.61551e+06,92460,978461
262289,4430920,4.43092e+06,249806,868023
173450,1640396,1.6404e+06,54512,1852181272
49260,512462,512462,39410,1554665
23796,457312,457312,58888,32523
