tuples,qdags,ghd,post mj,result
167595,602547,602451,116196,1584
211815,1252205,1.25211e+06,1.98349e+06,2983
15463,98342,98246,43533,1545
673461,2495501,2.4954e+06,998067,278354
598723,2253716,2.25362e+06,79819,1564
222537,1066511,1.06642e+06,884195,1545
69976,525151,525055,29451,1764
49253,230918,230822,146383,52689
139331,955922,955826,607367,2104
189828,1139190,1.13909e+06,295924,1583
17335,54689,54593,9095,1545
1016069,5814058,5.81396e+06,77062,27384
92817,678642,678546,1.63344e+06,3765
58286,200859,200763,89354,1781
211585,1226711,1.22662e+06,38403,1630
704695,2769595,2.7695e+06,5.35223e+07,1411
201453,787580,787484,186838,2206
215119,1283256,1.28316e+06,402840,1545
929911,3269185,3.26909e+06,1.74146e+06,3560
16454,99092,98996,59073,1546
21158,88485,88389,12666,1545
113310,664345,664249,72185,1839
291240,1850217,1.85012e+06,51300,1545
94919,706049,705953,85183,1545
40841,139042,138946,163764,1545
1081653,3507497,3.5074e+06,2.0065e+06,41325
200070,737330,737234,244402,1584
13666,87607,87511,30659,3436
122578,783997,783901,189446,3571
1069859,2300308,2.30021e+06,2.04426e+06,3418
8354,54104,54008,10414,1567
205508,1233227,1.23313e+06,1.96424e+06,121056
588887,2316988,2.31689e+06,322874,1497
527068,1515783,1.51569e+06,27231,2308
622108,1500861,1.50076e+06,76825,6052
704377,2768527,2.76843e+06,2.71551e+06,1685
38760,210750,210654,93284,1545
65857,448560,448464,57977,1545
247951,1489570,1.48947e+06,51401,1545
570521,1901002,1.90091e+06,48213,1669
319500,1536333,1.53624e+06,43697,1572
5373,48381,48285,29025,1545
307607,1128879,1.12878e+06,744153,1545
141685,710868,710772,658335,14492
830793,4530680,4.53058e+06,4.12368e+06,412865
1600399,9224865,9.22477e+06,7.18965e+06,1390
94924,386126,386030,1.03005e+06,1905
221674,871443,871347,476503,4791
188712,805710,805614,77474,4006
112665,367212,367116,2.8826e+06,1605
