tuples,qdags,ghd,post mj,result
126856,385832,385704,116889,8.32606e+06
54593,232780,232652,3014,4159
23215,214843,214715,21487,2937
156838,986732,986604,11136,1721
38900,403349,403221,20366,1907
49886,374376,374248,174720,2551
768091,6366388,6.36626e+06,101495,1581
41143,426270,426142,45951,2022
444847,1691221,1.69109e+06,16707,1723
118310,1084710,1.08458e+06,78272,1724
49609,503310,503182,34587,2649
83809,776072,775944,164202,1726
82561,538747,538619,77340,2031
110449,1068996,1.06887e+06,574984,1994
24613,229949,229821,11181,1998
125552,754502,754374,220881,1593
129488,1181936,1.18181e+06,27090,3057
59963,623789,623661,45396,2633
1165665,6155013,6.15488e+06,1.59279e+06,1908
85794,591779368215186434,5.91779e+17,80270,45801
135459,935499,935371,1.76787e+13,1.83168e+09
14767,101268,101140,10736,3293
462105,1795915,1.79579e+06,78017,8308
26677,196773,196645,16541,2361
207957,1239565,1.23944e+06,61182,31526
1838411,7152834,7.15271e+06,3.27311e+06,1905
143243,1275007,1.27488e+06,14395,1664
32599,246942,246814,9326,1720
410848,1298608,1.29848e+06,365087,2199
35918,379384,379256,71159,1723
357537,1830083,1.82996e+06,263387,1620
149883,717036,716908,3769,1718
70601,718510,718382,59911,2289
408618,2078728,2.0786e+06,330105,2553
40552,397202,397074,37173,1725
37210,388039,387911,36844,4719
839848,2296536,2.29641e+06,8055,7484
453950,1348901,1.34877e+06,619395,21823
53009,509998,509870,50365,1722
13567,145007,144879,55145,2924
46031,310943,310815,6747,1979
53347,507201,507073,20394,1710
119836,1175531,1.1754e+06,27680,1723
624395,1525314,1.52519e+06,8.15278e+06,8579
138071,808180,808052,91665,5134
262289,2215872,2.21574e+06,43108,4882
173450,820682,820554,1.68149e+06,93030
49260,256643,256515,5222,8003
23796,229104,228976,31301,2011
