tuples,qdags,ghd,post mj,result
101478,952492,952492,498644,25783
3679,43586,43586,15990,16408510
51253,734506,734506,604084,739761085
281911,3235698,3.2357e+06,2.08284e+06,668523633
9160,179482,179482,103684,24881
6980,114966,114966,77144,26364
15932,234386,234386,149632,24881
15099,234476,234476,145124,25382
91985,448902,448902,378976,24881
7482,133264,133264,84006,24881
421362,5079700,5.0797e+06,3.04848e+06,25042
326868,2399334,2.39933e+06,723498,463029
32074,394324,394324,274562,24881
20042,241616,241616,270494,445039
18363,340262,340262,238096,26364
209047,2923752,2.92375e+06,1.71386e+06,25362
15124,269104,269104,139048,25688
124076,862442,862442,776352,24881
15908,130154,130154,97878,24881
36404,449266,449266,360652,307810
90741,812608,812608,666998,24881
193818,1228882,1.22888e+06,838078,310618
99981,1639672,1.63967e+06,1.55504e+06,56132507
34845,624236,624236,282418,1119680
339367,4954862,4.95486e+06,4.12434e+06,62294486
6303,129144,129144,53552,25342
1161622,8582008,8.58201e+06,5.45972e+06,24881
40826,539890,539890,435020,25382
9499,213466,213466,101486,24881
48108,918752,918752,573444,477020
178914,1705042,1.70504e+06,1.65852e+06,24881
26576,506422,506422,399146,420216
54123,628734,628734,527398,24881
24926,444276,444276,277884,20002172
37411,287624,287624,225170,332029
98381,1244076,1.24408e+06,697496,24881
159727,1799416,1.79942e+06,1.05779e+06,24881
88132,714068,714068,656974,25382
79761,990150,990150,697450,24881
455642,4241796,4.2418e+06,4.11941e+06,1.44151e+0810141700
11217,235754,235754,129020,18274131
145550,1084658,1.08466e+06,837992,24881
20945,224644,224644,169396,26906
38436,779916,779916,741050,24881
32548,676514,676514,607514,24881
13357,226770,226770,164794,33408264
10733,209284,209284,159184,29966
83018,665444,665444,494562,25262
18276,205540,205540,259990,1.42092e+0628456
36828,788578,788578,410560,407413
