tuples,qdags,ghd,post mj,result
167595,602547,602451,255113,1584
211815,1252205,1.25211e+06,211148,3127
15463,98342,98246,17446,1545
673461,2495501,2.4954e+06,342088,278510
598723,2253716,2.25362e+06,90785,1564
222537,1066511,1.06642e+06,37778,1859
69976,525151,525055,419703,1764
49253,230918,230822,68018,52689
139331,955922,955826,319798,1779
189828,1139190,1.13909e+06,60374,1570
17335,54689,54593,8147,1607
1016069,5814058,5.81396e+06,165861,27384
92817,678642,678546,170966,3920
58286,200859,200763,188217,2095
211585,1226711,1.22662e+06,39612,1475
704695,2769595,2.7695e+06,33540,1566
201453,787580,787484,563742,1727
215119,1283256,1.28316e+06,1.1279e+06,1592
929911,3269185,3.26909e+06,71847,3104
16454,99092,98996,34615,1546
21158,88485,88389,10608,1545
113310,664345,664249,83272,1899
291240,1850217,1.85012e+06,228839,1545
94919,706049,705953,583684,1545
40841,139042,138946,215435,1570
1081653,3507497,3.5074e+06,289324,41337
200070,737330,737234,333423,1429
13666,87607,87511,20305,2321
122578,783997,783901,322121,3811
1069859,2300308,2.30021e+06,129685,3357
8354,54104,54008,21232,1567
205508,1233227,1.23313e+06,293786,121393
588887,2316988,2.31689e+06,570145,1509
527068,1515783,1.51569e+06,13207,2308
622108,1500861,1.50076e+06,966530,6066
704377,2768527,2.76843e+06,42010,1697
38760,210750,210654,272410,1689
65857,448560,448464,167066,1702
247951,1489570,1.48947e+06,1.30901e+06,2181
570521,1901002,1.90091e+06,1.8476e+06,1669
319500,1536333,1.53624e+06,292702,1789
5373,48381,48285,29039,1545
307607,1128879,1.12878e+06,97116,1486
141685,710868,710772,55793,14528
830793,4530680,4.53058e+06,292206,412987
1600399,9224865,9.22477e+06,742514,1510
94924,386126,386030,25308,1591
221674,871443,871347,64514,6063
188712,805710,805614,23927,4006
112665,367212,367116,8903,1559
