tuples,qdags,ghd,post mj,result
167595,1204386,1.20439e+06,232056,25663
211815,2503774,2.50377e+06,3.96617e+06,565252
15463,195904,195904,34556,24881
673461,4990294,4.99029e+06,1.99587e+06,55610624044
598723,4506724,4.50672e+06,159374,25262
222537,2132314,2.13231e+06,75220,24881
69976,1049664,1.04966e+06,58636,29267
49253,461056,461056,292430,1047762419
139331,1911064,1.91106e+06,82790,29565
189828,2277672,2.27767e+06,591564,25382
17335,108670,108670,17926,24881
1016069,11627480,1.16275e+07,331408,54166697
92817,1356576,1.35658e+06,3.26661e+06,7238141
58286,401010,401010,178372,29606
211585,2452786,2.45279e+06,78888,26585
704695,5538244,5.53824e+06,47844,25302
201453,1574522,1.57452e+06,100488,28526
215119,2565732,2.56573e+06,485064,24881
929911,6537734,6.53773e+06,143048,560630
16454,197476,197476,22686,24903
21158,176262,176262,25068,24881
113310,1327982,1.32798e+06,165342,30767
291240,3699726,3.69973e+06,102336,24881
94919,1411366,1.41137e+06,110756,24881
40841,277376,277376,32330,24881
1081653,7014214,7.01421e+06,578312,819761490
200070,1474002,1.474e+06,377564,25663
13666,174506,174506,40254,404017
122578,1567358,1.56736e+06,643906,654042
1069859,4599958,4.59996e+06,259034,611236
8354,107500,107500,20564,25322
205508,2465818,2.46582e+06,3.92821e+06,2415565110
588887,4633340,4.63334e+06,645484,24881
527068,3030858,3.03086e+06,26078,401437
622108,3001086,3.00109e+06,1.93272e+06,11430245
704377,5536324,5.53632e+06,83468,27928
38760,420792,420792,544484,24881
65857,896412,896412,115618,24881
247951,2978432,2.97843e+06,102466,24881
570521,3801296,3.8013e+06,26020,273619
319500,3072030,3.07203e+06,87106,25423
5373,96054,96054,27782,24881
307607,2257050,2.25705e+06,193896,24881
141685,1421100,1.4211e+06,158760,28382534
830793,9060652,9.06065e+06,584076,82541821387
1600399,18449094,1.84491e+07,1.48469e+06,24881
94924,771616,771616,50280,25803
221674,1742250,1.74225e+06,128672,898077
188712,1610784,1.61078e+06,47518,741093
112665,733644,733644,17470,26087

