tuples,qdags,ghd,post mj,result
26802,183548,183420,2738,2036
348430,1945094,1.94497e+06,28314,1878
515067,1826785,1.82666e+06,11332,1591
121567,896845,896717,8033,1765
100004,538619,538491,32912,7528
709677,2112819,2.11269e+06,54647,1891
123332,577338,577210,346961,1666
1030581,3643816,3.64369e+06,16019,3213
795826,2772709,2.77258e+06,1.17458e+06,1571
1025991,4457637,4.45751e+06,39544,49923
238018,956452,956324,98899,6468
64098,467664,467536,2809,1725
171719,741676,741548,5933,1565
984462,2630522,2.63039e+06,22617,14579
1041969,3317076,3.31695e+06,338043,1722
1062592,3114104,3.11398e+06,6.14864e+16,16033
663115,1777647,1.77752e+06,337840,2980
1999575,7130454,7.13033e+06,1.38373e+06,3515
948844,3802331,3.8022e+06,10604,1871
410629,2459215,2.45909e+06,4427,1777
437030,2343411,2.34328e+06,615517,1758
525754,1912937,1.91281e+06,7321,1577
106036,465450,465322,9308,2768
1106194,2985253,2.98512e+06,53925,1601
611491,2601553,2.60142e+06,595621,6212
285393,1746677,1.74655e+06,11974,1722
904821,4017164,4.01704e+06,47812,2209
113177,605291,605163,65613,1722
226362,604859,604731,35890,1750
78298,469542,469414,17400,4841
757633,2806804,2.80668e+06,5.32504e+06,12031
665462,2602610,2.60248e+06,151397,1721
156577,1019158,1.01903e+06,28437,1724
225692,1140735,1.14061e+06,33601,22700
66494,229225,229097,13915,1747
1057272,3069765,3.06964e+06,131904,127004
710008,231809541920225154,2.3181e+17,5135,1577
420311,1855650,1.85552e+06,15386,2228
1620089,6139522,6.13939e+06,684890,2123
143847,796910,796782,3809,1720
709885,1507084,1.50696e+06,174120,1919
889519,4720806,4.72068e+06,84444,1983
313595,643489,643361,58620,5132
70756,320290,320162,10670,1763
377058,1741434,1.74131e+06,23427,3799
133800,723858,723730,3189,1724
269967,1170010,1.16988e+06,5671,1671
56254,295235,295107,139518,3886
524719,2280049,2.27992e+06,36629,51980
1234103,3391246,3.39112e+06,2.98982e+06,2453
