tuples,qdags,ghd,post mj,result
434074,2052937,2.05284e+06,229964,1748
70671,626899,626803,291691,1427
399329,2125152,2.12506e+06,148175,2808
31771,237892,237796,79282,1417
534602,2306996,2.3069e+06,1.1188e+06,46839
493058,2361084,2.36099e+06,270464,3327
31857,206452,206356,20587,1611
642973,2768603,2.76851e+06,222837,1390
159990,640174,640078,68657,1545
47782,440479,440383,361232,7681
91225,721041,720945,87542,1545
14427,149185,149089,60265,1565
320851,823660,823564,33560,1868
612018,2140980,2.14088e+06,178320,1880
985108,3185228,3.18513e+06,31446,1545
204479,865141,865045,451978,1988
219818,801479,801383,31511,1858
806166,1030394,1.0303e+06,661210,1545
27560,222081,221985,18526,1545
90579,767359,767263,627819,3101
166460,1308752,1.30866e+06,862731,1618
195062,1312475,1.31238e+06,348482,1461
194751,839337,839241,24346,1513
190873,893862,893766,195588,1567
442092,1492121,1.49202e+06,33255,1499
116393,287320,287224,283649,3051
5819,41147,41051,166549,1545
83004,540924,540828,257543,296326
41054,297756,297660,61248,1587
1039299,4056319,4.05622e+06,263924,7369
937489,3267338,3.26724e+06,18258,1619
46687,425177,425081,381675,1566
178519,907434,907338,11744,1394
13510,98581,98485,46952,12682
4768,53346,53250,163856,1545
216251,992279,992183,392980,1450
438905,1882073,1.88198e+06,69360,1547
80877,466104,466008,52541,1545
55348,435353,435257,42398,1545
862831,5748422,5.74833e+06,5.35812e+06,4034
37523,414490,414394,187341,1545
881185,5736373,5.73628e+06,5.2973e+06,1565
699395,2503309,2.50321e+06,18332,1617
46535,350714,350618,67253,1664
202700,637023,636927,205042,1852
659786,2792267,2.79217e+06,107463,2791
178733,996431,996335,54130,1913
26373,270603,270507,166536,1567
707643,2541935,2.54184e+06,49874,1523
953217,3331569,3.33147e+06,95250,1560
