tuples,qdags,ghd,post mj,result
126856,385832,385704,21745,8.32583e+06
54593,232780,232652,154638,1724
23215,214843,214715,130976,3092
156838,986732,986604,179985,1624
38900,403349,403221,85185,2026
49886,374376,374248,71408,2551
768091,6366388,6.36626e+06,147927,1725
41143,426270,426142,93316,2022
444847,1691221,1.69109e+06,262801,1723
118310,1084710,1.08458e+06,8542,1724
49609,503310,503182,39791,2649
83809,776072,775944,34136,1726
82561,538747,538619,2.89803e+06,2390
110449,1068996,1.06887e+06,63469,2151
24613,229949,229821,11824,2021
125552,754502,754374,24775,1747
129488,1181936,1.18181e+06,27147,2553
59963,623789,623661,46947,2633
1165665,6155013,6.15488e+06,51203,1728
85794,591779368215186434,5.91779e+17,226691,45189
135459,935499,935371,2.1493e+06,1.83168e+09
14767,101268,101140,2528,1722
462105,1795915,1.79579e+06,111723,1983
26677,196773,196645,4133,1858
207957,1239565,1.23944e+06,33742,31240
1838411,7152834,7.15271e+06,966974,1572
143243,1275007,1.27488e+06,13222,1722
32599,246942,246814,23904,1720
410848,1298608,1.29848e+06,427054,2054
35918,379384,379256,34585,1723
357537,1830083,1.82996e+06,27960,1620
149883,717036,716908,49417,1718
70601,718510,718382,72860,2446
408618,2078728,2.0786e+06,607241,2567
40552,397202,397074,35954,4112
37210,388039,387911,45050,4876
839848,2296536,2.29641e+06,81670,7484
453950,1348901,1.34877e+06,38122,21823
53009,509998,509870,9906,1722
13567,145007,144879,17723,3128
46031,310943,310815,2558,1725
53347,507201,507073,44511,1698
119836,1175531,1.1754e+06,142391,1723
624395,1525314,1.52519e+06,195049,8424
138071,808180,808052,42456,5434
262289,2215872,2.21574e+06,122322,4679
173450,820682,820554,34908,92994
49260,256643,256515,3918,8158
23796,229104,228976,53161,2011
