tuples,qdags,ghd,post mj,result
26802,366128,366128,6616,26741
348430,3889364,3.88936e+06,362354,26721
515067,3652602,3.6526e+06,25122,26781
121567,1792794,1.79279e+06,22860,276012
100004,1076270,1.07627e+06,62182,13972476
709677,4224742,4.22474e+06,73012,30126
123332,1153706,1.15371e+06,193130,26802
1030581,7286664,7.28666e+06,207588,565618
795826,5544522,5.54452e+06,6.36685e+06,26821
1025991,8914450,8.91445e+06,2.19062e+06,986207161
238018,1911698,1.9117e+06,78306,1216687
64098,934360,934360,38066,26801
171719,1482456,1.48246e+06,9942,26701
984462,5260220,5.26022e+06,2.72074e+06,285822323
1041969,6633184,6.63318e+06,76732,26744
1062592,6227312,6.22731e+06,295160,31126250
663115,3554470,3.55447e+06,1.44579e+06,547821
1999575,14260012,1.426e+07,8.03067e+06,654897
948844,7603740,7.60374e+06,4.90641e+06,32604
410629,4917534,4.91753e+06,92136,30723
437030,4685854,4.68585e+06,772348,27462
525754,3824956,3.82496e+06,66668,26721
106036,929932,929932,21260,476624
1106194,5969610,5.96961e+06,277806,27206
611491,5168300,5.1683e+06,2.239e+06,11654128
285393,3492386,3.49239e+06,186070,26741
904821,8033482,8.03348e+06,80296,26902
113177,1209686,1.20969e+06,114758,26741
226362,1208822,1.20882e+06,7558,27304
78298,938116,938116,42342,800029
757633,5612712,5.61271e+06,16162,23220150
665462,5204374,5.20437e+06,101230,26721
156577,2037370,2.03737e+06,118412,26781
225692,2280502,2.2805e+06,257412,44630248
66494,457554,457554,25976,27462
1057272,6138704,6.1387e+06,97774,2532382655
710008,6323216,6.32322e+06,38634,26741
420311,3710094,3.71009e+06,13652,36869
1620089,12278220,1.22782e+07,2.34063e+06,32383
143847,1592924,1.59292e+06,16404,26701
709885,3013200,3.0132e+06,69154,31164
889519,9440788,9.44079e+06,27528,31964
313595,1286082,1.28608e+06,358386,949471
70756,639612,639612,11052,27564
377058,3481900,3.4819e+06,161446,682826
133800,1446820,1.44682e+06,66106,26781
269967,2339128,2.33913e+06,4580,25921
56254,589502,589502,9206,700276
524719,4558964,4.55896e+06,7.61947e+06,103404704
1234103,6781668,6.78167e+06,114464,39929
