3.68269,0.281243
2.98919,0.259053
3.65615,0.313689
3.59244,0.255052
3.04569,0.245155
3.2595,0.754754
1.37077,0.129312
1.95234,0.105829
2.07356,0.116454
1.66871,0.166871
1.57403,0.13098
1.4229,0.100953
1.15484,0.116709
3.37665,0.425366
7.36671,0.396433
4.08124,0.342814
4.33087,0.387703
4.82639,0.339845
2.33642,0.022801
1.74671,0.020687
2.63241,0.024702
2.16984,0.021514
2.39065,0.022906
2.11998,0.02054
2.76051,0.024642
58.61,0.208498
65.0244,0.241814
74.1991,0.404151
82.3783,0.480407
3.15094,0.614344
6.47551,0.700089
6.42872,0.669739
6.86955,0.781952
2.84543,0.732235
2.68669,0.659527
15.8259,2.81734
14.817,2.75083
31.8198,0.986366
43.4917,0.79481
8.05299,0.745711
19.4999,0.937308
25.6031,0.835377
40.394,0.934828
42.7368,0.844933
72.7296,0.949243
219.067,1.94399
180.421,1.08434
203.883,1.30121
198.963,2.03305
204.265,1.29063
177.438,1.08051
6.58513,0.082493
79.8131,0.286108
20.6847,0.22313
1.98986,1.00945
1.4838,1.21469
39.4921,1.14983
10.4979,1.20306
9.01863,1.02012
3.90305,1.19973
2.06951,0.234311
2.35777,0.230791
5.81262,0.318635
6.46884,0.356271
4.23601,0.267795
2.09268,0.342855
1.80895,0.261089
4.26097,0.106482
33.1578,0.458714
13.5955,0.50631
18.0925,0.437232
