0.020468,0.010175
0.020516,0.009921
0.028635,0.013746
0.156567,0.044479
0.180425,0.312652
0.191904,0.093303
0.228029,1.55072
0.491566,0.157134
0.85562,0.513482
0.218215,0.376217
0.191513,0.230924
0.142561,0.042084
1.03102,1.30806
0.221696,1.70987
1.17294,0.268521
0.174456,0.234636
0.801569,0.300411
0.227553,0.37294
0.13093,0.199186
0.671372,1.23579
0.233498,0.089363
0.401293,0.906382
0.207932,0.180385
0.255598,0.052558
0.196612,0.052373
0.347431,0.149133
1.36514,1.15083
0.16074,0.034452
0.211771,0.04618
0.251647,0.052887
0.364273,0.118566
0.223909,0.105795
0.165522,0.068209
0.157706,0.035221
0.214558,0.051283
0.241593,0.157001
0.212053,0.03856
0.363062,0.451795
0.168695,0.043045
0.228326,0.117606
0.29375,0.082957
1.32732,1.55019
0.239008,0.132283
0.261072,0.08486
0.80523,0.334773
0.235715,0.075098
0.456899,1.35078
0.399322,0.285195
0.86846,0.295297
1.44666,0.41803
0.203361,0.040117
1.13156,0.055641
0.589477,0.097601
0.290149,0.044305
0.701477,0.074877
0.943699,0.23722
0.325671,0.039212
0.473181,0.646758
0.541829,1.22099
1.37383,0.514279
2.3046,0.705538
0.424158,0.119828
1.64661,0.187236
1.01409,0.189265
0.66072,0.157114
0.202402,0.12141
1.70277,0.411771
0.177117,0.229066
